experiment_id,timestamp,query,reference,answer,embedding_model,generation_model,top_k,temperature,top_p,top_k_sampling,max_new_tokens,rouge_1_f1,rouge_1_precision,rouge_1_recall,rouge_l_f1,rouge_l_precision,rouge_l_recall,bleu,meteor,bert_score_f1,bert_score_precision,bert_score_recall,embedding_similarity,faithfulness,composite_score,answer_length,retrieval_time,generation_time,evaluation_time,total_time,avg_retrieval_score
62,2025-12-05 06:31:38,Which cable has the highest rating and supports 60W charging?,"The Belkin USB-C to USB-C Fast Charging Cable (60W PD) is the best match, offering a strong 4.5-star rating along with full 60W fast-charging support.","The Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable (ABLC10, Black) has a rating of 4.0 ⭐ and supports 60W charging. However, it is tied with the Belkin USB C to USB-C Fast Charging Type C Cable, which also supports 60W charging but has a higher rating of 4.5 ⭐ based on",BAAI/bge-small-en-v1.5,Qwen/Qwen2.5-7B-Instruct,5,0.7,0.95,50,512,0.24731182795698925,0.14743589743589744,0.7666666666666667,0.1935483870967742,0.11538461538461539,0.6,0.022727396428125744,0.371516432827215,0.8784530162811279,0.8478784561157227,0.9113150835037231,0.7940841913223267,0.7579892873764038,0.5563152471446589,853,0.010459661483764648,37.928314447402954,0.9294922351837158,38.868266344070435,0.7381583452224731
63,2025-12-05 06:32:11,What is the best iPhone lightning cable in the list?,"For super-fast charging with a USB-C adapter, the Belkin Lightning to USB-C is best. For a reliable and durable standard cable with a good warranty, the Duracell USB-A to Lightning is a great choice. The Hi-Mobiler is the most budget-friendly option.","Determining the ""best"" iPhone lightning cable can depend on individual preferences, but based on the ratings and reviews provided, the Duracell USB Lightning Apple Certified (MFi) Braided Sync & Charge Cable for iPhone, iPad, and iPod appears to be highly regarded. It has a high rating of 4.5 stars ",BAAI/bge-small-en-v1.5,Qwen/Qwen2.5-7B-Instruct,5,0.7,0.95,50,512,0.33333333333333337,0.2283464566929134,0.6170212765957447,0.16091954022988503,0.11023622047244094,0.2978723404255319,0.020286105214277036,0.2857142857142857,0.8645051121711731,0.8434527516365051,0.8866353034973145,0.731907844543457,0.8253013670444489,0.539349024390822,790,0.01056814193725586,31.918621301651,0.9165563583374023,32.84574580192566,0.7582789063453674
64,2025-12-05 06:32:46,Suggest me some good long lasting headphones,"The boAt Bassheads 100 in-ear wired earphones are recommended for longevity, featuring a premium coated wire for sturdiness and a 1-year warranty. They have a 4.1-star rating from over 360,000 reviews and cost between ₹349-₹379.","For long-lasting headphones, the boAt Rockerz 450 Bluetooth On Ear Headphones with Mic is a great choice. They offer an impressive 15 hours of playback with 40mm drivers providing excellent sound quality. Additionally, the padded ear cushions ensure comfort during extended use. While the boAt Rocker",BAAI/bge-small-en-v1.5,Qwen/Qwen2.5-7B-Instruct,5,0.7,0.95,50,512,0.23225806451612904,0.15789473684210525,0.43902439024390244,0.15483870967741936,0.10526315789473684,0.2926829268292683,0.04141798021660528,0.2639673346044537,0.8643492460250854,0.8538873195648193,0.8750706911087036,0.6064975261688232,0.6096190094947814,0.48079529332119764,708,0.010269880294799805,34.20759606361389,0.9052808284759521,35.123146772384644,0.7056768536567688
65,2025-12-05 06:34:09,Recommend a good fast charging USB-C cable under 300 rupees,"The boAt A400 at ₹299 is recommended, supporting 24W-25W fast charging and having a slightly higher customer rating. For a tighter budget, the pTron Solero TB301 at ₹149 supports 15W fast charging.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.85,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046522870659828186,-0.021134329363703724,0.0071911411955952655,17,0.013698101043701172,0.19285869598388672,0.7338383197784424,0.9403951168060303,0.8060670495033264
66,2025-12-05 06:34:09,Which cable has the highest rating and supports 60W charging?,"The Belkin USB-C to USB-C Fast Charging Cable (60W PD) is the best match, offering a strong 4.5-star rating along with full 60W fast-charging support.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.85,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04488056138157844,-0.004488056138157844,17,0.011089801788330078,0.06947946548461914,0.6880698204040527,0.768639087677002,0.745629072189331
67,2025-12-05 06:34:10,What is the best iPhone lightning cable in the list?,"For super-fast charging with a USB-C adapter, the Belkin Lightning to USB-C is best. For a reliable and durable standard cable with a good warranty, the Duracell USB-A to Lightning is a great choice. The Hi-Mobiler is the most budget-friendly option.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.85,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059463843703269,0.001105946384370327,17,0.010561466217041016,0.07698249816894531,0.7015247344970703,0.7890686988830566,0.7594654560089111
68,2025-12-05 06:34:11,Suggest me some good long lasting headphones,"The boAt Bassheads 100 in-ear wired earphones are recommended for longevity, featuring a premium coated wire for sturdiness and a 1-year warranty. They have a 4.1-star rating from over 360,000 reviews and cost between ₹349-₹379.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.85,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00804773001000285,-0.0008047730010002851,17,0.011230707168579102,0.07499027252197266,0.704268217086792,0.7904891967773438,0.7121245265007019
69,2025-12-05 06:34:12,Recommend a good fast charging USB-C cable under 300 rupees,"The boAt A400 at ₹299 is recommended, supporting 24W-25W fast charging and having a slightly higher customer rating. For a tighter budget, the pTron Solero TB301 at ₹149 supports 15W fast charging.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.85,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046522870659828186,-0.021134329363703724,0.0071911411955952655,17,0.01098322868347168,0.06654667854309082,0.6849651336669922,0.7624950408935547,0.8060670495033264
70,2025-12-05 06:34:13,Which cable has the highest rating and supports 60W charging?,"The Belkin USB-C to USB-C Fast Charging Cable (60W PD) is the best match, offering a strong 4.5-star rating along with full 60W fast-charging support.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.85,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04488056138157844,-0.004488056138157844,17,0.010808706283569336,0.06694340705871582,0.6861057281494141,0.7638578414916992,0.745629072189331
71,2025-12-05 06:34:13,What is the best iPhone lightning cable in the list?,"For super-fast charging with a USB-C adapter, the Belkin Lightning to USB-C is best. For a reliable and durable standard cable with a good warranty, the Duracell USB-A to Lightning is a great choice. The Hi-Mobiler is the most budget-friendly option.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.85,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059463843703269,0.001105946384370327,17,0.010727882385253906,0.06789350509643555,0.698232889175415,0.7768542766571045,0.7594654560089111
72,2025-12-05 06:34:14,Suggest me some good long lasting headphones,"The boAt Bassheads 100 in-ear wired earphones are recommended for longevity, featuring a premium coated wire for sturdiness and a 1-year warranty. They have a 4.1-star rating from over 360,000 reviews and cost between ₹349-₹379.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.85,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00804773001000285,-0.0008047730010002851,17,0.0107269287109375,0.06181526184082031,0.6889808177947998,0.7615230083465576,0.7121245265007019
73,2025-12-05 06:34:15,Recommend a good fast charging USB-C cable under 300 rupees,"The boAt A400 at ₹299 is recommended, supporting 24W-25W fast charging and having a slightly higher customer rating. For a tighter budget, the pTron Solero TB301 at ₹149 supports 15W fast charging.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.95,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046522870659828186,-0.021134329363703724,0.0071911411955952655,17,0.011197566986083984,0.06656074523925781,0.6857156753540039,0.7634739875793457,0.8060670495033264
74,2025-12-05 06:34:16,Which cable has the highest rating and supports 60W charging?,"The Belkin USB-C to USB-C Fast Charging Cable (60W PD) is the best match, offering a strong 4.5-star rating along with full 60W fast-charging support.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.95,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04488056138157844,-0.004488056138157844,17,0.010867595672607422,0.06710696220397949,0.6871728897094727,0.7651474475860596,0.745629072189331
75,2025-12-05 06:34:16,What is the best iPhone lightning cable in the list?,"For super-fast charging with a USB-C adapter, the Belkin Lightning to USB-C is best. For a reliable and durable standard cable with a good warranty, the Duracell USB-A to Lightning is a great choice. The Hi-Mobiler is the most budget-friendly option.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.95,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059463843703269,0.001105946384370327,17,0.010852575302124023,0.07798194885253906,0.690800666809082,0.7796351909637451,0.7594654560089111
76,2025-12-05 06:34:17,Suggest me some good long lasting headphones,"The boAt Bassheads 100 in-ear wired earphones are recommended for longevity, featuring a premium coated wire for sturdiness and a 1-year warranty. They have a 4.1-star rating from over 360,000 reviews and cost between ₹349-₹379.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.95,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00804773001000285,-0.0008047730010002851,17,0.010659933090209961,0.06108546257019043,0.6850485801696777,0.7567939758300781,0.7121245265007019
77,2025-12-05 06:34:18,Recommend a good fast charging USB-C cable under 300 rupees,"The boAt A400 at ₹299 is recommended, supporting 24W-25W fast charging and having a slightly higher customer rating. For a tighter budget, the pTron Solero TB301 at ₹149 supports 15W fast charging.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.95,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046522870659828186,-0.021134329363703724,0.0071911411955952655,17,0.011344671249389648,0.05530047416687012,0.7070341110229492,0.773679256439209,0.8060670495033264
78,2025-12-05 06:34:19,Which cable has the highest rating and supports 60W charging?,"The Belkin USB-C to USB-C Fast Charging Cable (60W PD) is the best match, offering a strong 4.5-star rating along with full 60W fast-charging support.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.95,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04488056138157844,-0.004488056138157844,17,0.010796785354614258,0.05384111404418945,0.6839585304260254,0.7485964298248291,0.745629072189331
79,2025-12-05 06:34:19,What is the best iPhone lightning cable in the list?,"For super-fast charging with a USB-C adapter, the Belkin Lightning to USB-C is best. For a reliable and durable standard cable with a good warranty, the Duracell USB-A to Lightning is a great choice. The Hi-Mobiler is the most budget-friendly option.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.95,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059463843703269,0.001105946384370327,17,0.01074528694152832,0.07707071304321289,0.6892604827880859,0.7770764827728271,0.7594654560089111
80,2025-12-05 06:34:20,Suggest me some good long lasting headphones,"The boAt Bassheads 100 in-ear wired earphones are recommended for longevity, featuring a premium coated wire for sturdiness and a 1-year warranty. They have a 4.1-star rating from over 360,000 reviews and cost between ₹349-₹379.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.3,0.95,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00804773001000285,-0.0008047730010002851,17,0.011066198348999023,0.06944870948791504,0.6923742294311523,0.7728891372680664,0.7121245265007019
81,2025-12-05 06:34:21,Recommend a good fast charging USB-C cable under 300 rupees,"The boAt A400 at ₹299 is recommended, supporting 24W-25W fast charging and having a slightly higher customer rating. For a tighter budget, the pTron Solero TB301 at ₹149 supports 15W fast charging.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.85,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046522870659828186,-0.021134329363703724,0.0071911411955952655,17,0.011179924011230469,0.0621485710144043,0.6776442527770996,0.7509727478027344,0.8060670495033264
82,2025-12-05 06:34:22,Which cable has the highest rating and supports 60W charging?,"The Belkin USB-C to USB-C Fast Charging Cable (60W PD) is the best match, offering a strong 4.5-star rating along with full 60W fast-charging support.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.85,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04488056138157844,-0.004488056138157844,17,0.01086115837097168,0.058246612548828125,0.6820073127746582,0.751115083694458,0.745629072189331
83,2025-12-05 06:34:22,What is the best iPhone lightning cable in the list?,"For super-fast charging with a USB-C adapter, the Belkin Lightning to USB-C is best. For a reliable and durable standard cable with a good warranty, the Duracell USB-A to Lightning is a great choice. The Hi-Mobiler is the most budget-friendly option.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.85,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059463843703269,0.001105946384370327,17,0.01065206527709961,0.06816220283508301,0.700599193572998,0.7794134616851807,0.7594654560089111
84,2025-12-05 06:34:23,Suggest me some good long lasting headphones,"The boAt Bassheads 100 in-ear wired earphones are recommended for longevity, featuring a premium coated wire for sturdiness and a 1-year warranty. They have a 4.1-star rating from over 360,000 reviews and cost between ₹349-₹379.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.85,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00804773001000285,-0.0008047730010002851,17,0.01109170913696289,0.0709998607635498,0.6998116970062256,0.7819032669067383,0.7121245265007019
85,2025-12-05 06:34:24,Recommend a good fast charging USB-C cable under 300 rupees,"The boAt A400 at ₹299 is recommended, supporting 24W-25W fast charging and having a slightly higher customer rating. For a tighter budget, the pTron Solero TB301 at ₹149 supports 15W fast charging.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.85,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046522870659828186,-0.021134329363703724,0.0071911411955952655,17,0.011178731918334961,0.06681442260742188,0.6912782192230225,0.7692713737487793,0.8060670495033264
86,2025-12-05 06:34:25,Which cable has the highest rating and supports 60W charging?,"The Belkin USB-C to USB-C Fast Charging Cable (60W PD) is the best match, offering a strong 4.5-star rating along with full 60W fast-charging support.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.85,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04488056138157844,-0.004488056138157844,17,0.010714530944824219,0.06583762168884277,0.7069911956787109,0.7835433483123779,0.745629072189331
87,2025-12-05 06:34:26,What is the best iPhone lightning cable in the list?,"For super-fast charging with a USB-C adapter, the Belkin Lightning to USB-C is best. For a reliable and durable standard cable with a good warranty, the Duracell USB-A to Lightning is a great choice. The Hi-Mobiler is the most budget-friendly option.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.85,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059463843703269,0.001105946384370327,17,0.011304378509521484,0.06840395927429199,0.6949505805969238,0.7746589183807373,0.7594654560089111
88,2025-12-05 06:34:26,Suggest me some good long lasting headphones,"The boAt Bassheads 100 in-ear wired earphones are recommended for longevity, featuring a premium coated wire for sturdiness and a 1-year warranty. They have a 4.1-star rating from over 360,000 reviews and cost between ₹349-₹379.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.85,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00804773001000285,-0.0008047730010002851,17,0.010784387588500977,0.05603814125061035,0.7171039581298828,0.7839264869689941,0.7121245265007019
89,2025-12-05 06:34:27,Recommend a good fast charging USB-C cable under 300 rupees,"The boAt A400 at ₹299 is recommended, supporting 24W-25W fast charging and having a slightly higher customer rating. For a tighter budget, the pTron Solero TB301 at ₹149 supports 15W fast charging.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.95,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046522870659828186,-0.021134329363703724,0.0071911411955952655,17,0.010980606079101562,0.05462384223937988,0.691725492477417,0.7573299407958984,0.8060670495033264
90,2025-12-05 06:34:28,Which cable has the highest rating and supports 60W charging?,"The Belkin USB-C to USB-C Fast Charging Cable (60W PD) is the best match, offering a strong 4.5-star rating along with full 60W fast-charging support.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.95,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04488056138157844,-0.004488056138157844,17,0.01139068603515625,0.06659293174743652,0.8897433280944824,0.9677269458770752,0.745629072189331
91,2025-12-05 06:34:29,What is the best iPhone lightning cable in the list?,"For super-fast charging with a USB-C adapter, the Belkin Lightning to USB-C is best. For a reliable and durable standard cable with a good warranty, the Duracell USB-A to Lightning is a great choice. The Hi-Mobiler is the most budget-friendly option.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.95,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059463843703269,0.001105946384370327,17,0.01074528694152832,0.07528448104858398,0.6918895244598389,0.7779192924499512,0.7594654560089111
92,2025-12-05 06:34:30,Suggest me some good long lasting headphones,"The boAt Bassheads 100 in-ear wired earphones are recommended for longevity, featuring a premium coated wire for sturdiness and a 1-year warranty. They have a 4.1-star rating from over 360,000 reviews and cost between ₹349-₹379.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.95,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00804773001000285,-0.0008047730010002851,17,0.010547161102294922,0.07032155990600586,0.6910696029663086,0.7719383239746094,0.7121245265007019
93,2025-12-05 06:34:30,Recommend a good fast charging USB-C cable under 300 rupees,"The boAt A400 at ₹299 is recommended, supporting 24W-25W fast charging and having a slightly higher customer rating. For a tighter budget, the pTron Solero TB301 at ₹149 supports 15W fast charging.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.95,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046522870659828186,-0.021134329363703724,0.0071911411955952655,17,0.011146306991577148,0.06654763221740723,0.6897475719451904,0.7674415111541748,0.8060670495033264
94,2025-12-05 06:34:31,Which cable has the highest rating and supports 60W charging?,"The Belkin USB-C to USB-C Fast Charging Cable (60W PD) is the best match, offering a strong 4.5-star rating along with full 60W fast-charging support.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.95,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04488056138157844,-0.004488056138157844,17,0.011050939559936523,0.061923980712890625,0.7005438804626465,0.7735188007354736,0.745629072189331
95,2025-12-05 06:34:32,What is the best iPhone lightning cable in the list?,"For super-fast charging with a USB-C adapter, the Belkin Lightning to USB-C is best. For a reliable and durable standard cable with a good warranty, the Duracell USB-A to Lightning is a great choice. The Hi-Mobiler is the most budget-friendly option.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.95,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059463843703269,0.001105946384370327,17,0.010832071304321289,0.06643128395080566,0.7153782844543457,0.7926416397094727,0.7594654560089111
96,2025-12-05 06:34:33,Suggest me some good long lasting headphones,"The boAt Bassheads 100 in-ear wired earphones are recommended for longevity, featuring a premium coated wire for sturdiness and a 1-year warranty. They have a 4.1-star rating from over 360,000 reviews and cost between ₹349-₹379.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,3,0.7,0.95,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00804773001000285,-0.0008047730010002851,17,0.012535810470581055,0.06089377403259277,0.6974842548370361,0.77091383934021,0.7121245265007019
97,2025-12-05 06:34:34,Recommend a good fast charging USB-C cable under 300 rupees,"The boAt A400 at ₹299 is recommended, supporting 24W-25W fast charging and having a slightly higher customer rating. For a tighter budget, the pTron Solero TB301 at ₹149 supports 15W fast charging.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,5,0.3,0.85,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046522870659828186,-0.021134329363703724,0.0071911411955952655,17,0.012830972671508789,0.10201025009155273,0.6769917011260986,0.7918329238891602,0.8039780855178833
98,2025-12-05 06:34:34,Which cable has the highest rating and supports 60W charging?,"The Belkin USB-C to USB-C Fast Charging Cable (60W PD) is the best match, offering a strong 4.5-star rating along with full 60W fast-charging support.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,5,0.3,0.85,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04488056138157844,-0.004488056138157844,17,0.010633707046508789,0.08456873893737793,0.7063899040222168,0.8015923500061035,0.7381583452224731
99,2025-12-05 06:34:35,What is the best iPhone lightning cable in the list?,"For super-fast charging with a USB-C adapter, the Belkin Lightning to USB-C is best. For a reliable and durable standard cable with a good warranty, the Duracell USB-A to Lightning is a great choice. The Hi-Mobiler is the most budget-friendly option.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,5,0.3,0.85,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059463843703269,0.001105946384370327,17,0.010640859603881836,0.07868194580078125,0.6700637340545654,0.7593865394592285,0.7582789063453674
100,2025-12-05 06:34:36,Suggest me some good long lasting headphones,"The boAt Bassheads 100 in-ear wired earphones are recommended for longevity, featuring a premium coated wire for sturdiness and a 1-year warranty. They have a 4.1-star rating from over 360,000 reviews and cost between ₹349-₹379.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,5,0.3,0.85,30,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00804773001000285,-0.0008047730010002851,17,0.010716915130615234,0.08983683586120605,0.6680848598480225,0.7686386108398438,0.7056768536567688
101,2025-12-05 06:34:37,Recommend a good fast charging USB-C cable under 300 rupees,"The boAt A400 at ₹299 is recommended, supporting 24W-25W fast charging and having a slightly higher customer rating. For a tighter budget, the pTron Solero TB301 at ₹149 supports 15W fast charging.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,5,0.3,0.85,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046522870659828186,-0.021134329363703724,0.0071911411955952655,17,0.010972023010253906,0.09379315376281738,0.6889562606811523,0.7937214374542236,0.8039780855178833
102,2025-12-05 06:34:37,Which cable has the highest rating and supports 60W charging?,"The Belkin USB-C to USB-C Fast Charging Cable (60W PD) is the best match, offering a strong 4.5-star rating along with full 60W fast-charging support.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,5,0.3,0.85,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04488056138157844,-0.004488056138157844,17,0.010697603225708008,0.09508252143859863,0.6732304096221924,0.779010534286499,0.7381583452224731
103,2025-12-05 06:34:39,What is the best iPhone lightning cable in the list?,"For super-fast charging with a USB-C adapter, the Belkin Lightning to USB-C is best. For a reliable and durable standard cable with a good warranty, the Duracell USB-A to Lightning is a great choice. The Hi-Mobiler is the most budget-friendly option.",Generation failed,BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,5,0.3,0.85,50,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805410623550415,0.8400316834449768,0.7735302448272705,0.0,0.011059463843703269,0.2024586022719741,17,0.010778665542602539,0.0917212963104248,1.6272988319396973,1.7297987937927246,0.7582789063453674
104,2025-12-05 06:35:26,Suggest me some good long lasting headphones,"The boAt Bassheads 100 in-ear wired earphones are recommended for longevity, featuring a premium coated wire for sturdiness and a 1-year warranty. They have a 4.1-star rating from over 360,000 reviews and cost between ₹349-₹379.","Based on the reviews and product information, the boAt Rockerz 450 Bluetooth On Ear Headphones with Mic are a great option for long-lasting use. They have a massive battery backup of up to 15 hours, comfortable padded earcushions, and a durable design. Additionally, they offer dual modes of connecti",BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,5,0.3,0.85,50,512,0.2087912087912088,0.1347517730496454,0.4634146341463415,0.15384615384615388,0.09929078014184398,0.34146341463414637,0.05058875220783639,0.2665999195377076,0.8451951742172241,0.8425258994102478,0.8478813767433167,0.6174924373626709,0.9098859965801238,0.5070984801000287,831,0.011011600494384766,45.434974193573,0.9243762493133545,46.37036204338074,0.7056768536567688
105,2025-12-05 06:36:12,Recommend a good fast charging USB-C cable under 300 rupees,"The boAt A400 at ₹299 is recommended, supporting 24W-25W fast charging and having a slightly higher customer rating. For a tighter budget, the pTron Solero TB301 at ₹149 supports 15W fast charging.","Based on the product information provided, the Belkin USB C to USB-C Fast Charging Type C Cable is a good option under ₹300. It supports fast charging up to 50W and has a 2-year manufacturing warranty. Additionally, it is USB-IF certified and has a solid build quality. The cable is also flexible and",BAAI/bge-small-en-v1.5,mistralai/Mistral-7B-Instruct-v0.2,5,0.3,0.95,30,512,0.17894736842105266,0.10828025477707007,0.5151515151515151,0.16842105263157897,0.10191082802547771,0.48484848484848486,0.03048636630996634,0.3475274492168277,0.8608661890029907,0.832745373249054,0.8909526467323303,0.6103476285934448,0.7958531379699707,0.5067859828852177,866,0.011121511459350586,45.58373832702637,0.940676212310791,46.53553605079651,0.8039780855178833
